Division Name,Promo Name,Bill No,Barcode,Article Name,Section Name,Site Name,Bill Date,Category Name2,Category Name1,Category Name4,Department Name,MRP,HSN Code,Short Name,Qty,Sale MRP,Selling Amt,Tax Amount,Tax Percent,Taxable Amount,Vendor Name,Sales Type,Partner Name,City,Discount Amount,ASM,Site Short Name,Color
Footwear,SS26Fest190326FTW-ML,G69/FCM/02594/Mar/26,197976902763,128945-ROS,Womens,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 18:13:16,7,SHOE,SS 2025,Performance,10999,64041990,MAX CUSHIONING ARCH FIT 2,1,10999.00,8799.20,1342.26,18.00,7456.94,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,ROSE
NSM,"",G69/FCM/02594/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 18:13:16,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,PAPER BAG
NSM,"",G69/FCM/02595/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 18:56:18,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,PAPER BAG
Footwear,"",G69/FCM/02595/Mar/26,198739123814,220382-SLT,Mens,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 18:56:18,11,SHOE,AW 2025,Performance,5999,64041190,GO RUN NOW - LIGHTDRIVE,1,5999.00,5999.00,915.10,18.00,5083.90,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,SLATE
Accessories,"",G69/FCM/02595/Mar/26,199025035286,Z20106ID-BKNV,Mens,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 18:56:18,L,SOCKS,SS 2025,Lifestyle,549,61159500,3PK M STRIPED NON TERRY A,1,549.00,549.00,26.14,5.00,522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,BLACK/NAVY
Footwear,"",G69/FCM/02596/Mar/26,196989633527,232459-BBK,Mens,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 19:59:06,7,SHOE,AW 2024,Sports,7999,64041990,BOUNDER 2.0 - EMERGED,1,7999.00,7999.00,1220.18,18.00,6778.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,BLACK
NSM,"",G69/FCM/02596/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 19:59:06,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,PAPER BAG
NSM,"",G69/FCM/02597/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 20:20:59,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,PAPER BAG
Footwear,"",G69/FCM/02597/Mar/26,197976920033,894310ID-OLV,Mens,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 20:20:59,8,SANDAL,CF SS24,Performance,3799,64029990,ON-THE-GO 400,1,3799.00,3799.00,579.50,18.00,3219.50,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,OLIVE
Footwear,PEAW25ML120326FTWOSL50,G69/FCM/02598/Mar/26,196642593618,403960L-YLBL,Boys,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 20:27:28,1,SHOE,SS 2025,Casual,3999,64029990,ELITE SPORT TREAD,1,3999.00,1999.50,95.22,5.00,1904.28,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,YELLOW/BLUE
Accessories,"",G69/FCM/02598/Mar/26,198739483963,Z20088ID-BLK,Boys,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 20:27:28,S,SOCKS,AW 2024,Casual,499,61159600,3PK KIDS HALF TERRY ANKL,1,499.00,499.00,23.76,5.00,475.24,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,BLACK
NSM,"",G69/FCM/02598/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 20:27:28,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,PAPER BAG
Footwear,"",G69/FCM/02599/Mar/26,197627729268,232446-TPE,Mens,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 20:58:14,9,SHOE,SS 2024,Sports,7999,64041990,D''LUX WALKER 2.0-REZINAT,1,7999.00,7999.00,1220.18,18.00,6778.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,TAUPE
NSM,"",G69/FCM/02599/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 20:58:14,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,PAPER BAG
Accessories,"",G69/FCM/02600/Mar/26,199025035293,Z20091ID-OLBK,Mens,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 21:14:26,L,SOCKS,SS 2025,Lifestyle,549,61159500,3PK MENS CNTRST NON TERRY,1,549.00,549.00,26.14,5.00,522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,OLIVE/BLK
Footwear,"",B06/FCM/04652/Mar/26,196311260728,140460-BBK,Womens,V S CORP - DILSUKHNAGAR,2026-03-20 19:37:59,7,SLIPPER,SS 2025,Performance,6499,64029990,HYPER SLIDE,1,6499.00,6499.00,991.38,18.00,5507.62,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0156,BLACK
NSM,"",B06/FCM/04653/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - DILSUKHNAGAR,2026-03-20 21:20:41,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0156,PAPER BAG
Footwear,"",B06/FCM/04653/Mar/26,198739123616,220382-GYCC,Mens,V S CORP - DILSUKHNAGAR,2026-03-20 21:20:41,8,SHOE,AW 2025,Performance,5999,64041190,GO RUN NOW - LIGHTDRIVE,1,5999.00,5999.00,915.10,18.00,5083.90,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0156,GRAY/CHARCOAL
Accessories,"",B06/FCM/04653/Mar/26,198376284572,S20084ID-WHT,Unisex,V S CORP - DILSUKHNAGAR,2026-03-20 21:20:41,L,SOCKS,SS 2025,Lifestyle,549,61159500,3PK MENS 1/2 TERRY ANKLE,1,549.00,549.00,26.14,5.00,522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0156,WHITE
NSM,"",B06/FCM/04654/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - DILSUKHNAGAR,2026-03-20 21:38:35,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0156,PAPER BAG
Footwear,"",B06/FCM/04654/Mar/26,197627507187,232463-NVY,Mens,V S CORP - DILSUKHNAGAR,2026-03-20 21:38:35,7,SHOE,SS 2024,Sports,7499,64041990,D'LUX WALKER 2.0-REELER,1,7499.00,7499.00,1143.92,18.00,6355.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0156,NAVY
Footwear,SS26Fest190326FTW-ML,B06/FCM/04655/Mar/26,198739736809,216633-DKGY,Mens,V S CORP - DILSUKHNAGAR,2026-03-20 22:00:16,10,SHOE,AW 2025,Performance,8499,64041990,GO WALK 7,1,8499.00,6799.20,1037.16,18.00,5762.04,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0156,DARK GRAY
NSM,"",B06/FCM/04655/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - DILSUKHNAGAR,2026-03-20 22:00:16,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0156,PAPER BAG
NSM,"",B08/FCM/03390/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - KAKINADA,2026-03-20 12:48:45,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,PAPER BAG
Footwear,PEAW25F-FO120326FTW40,B08/FCM/03390/Mar/26,196989247601,216411-GYLM,Mens,V S CORP - KAKINADA,2026-03-20 12:48:45,8,SHOE,AW 2023,Performance,10999,64041990,GO WALK MASSAGE FIT-CURRE,1,10999.00,6599.40,1006.68,18.00,5592.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,GRAY/LIME
Footwear,PEAW25F-FO120326FTW1699,B08/FCM/03391/Mar/26,196642987585,894204ID-NVY,Mens,V S CORP - KAKINADA,2026-03-20 12:58:35,8,SLIPPER,AW 2022,Outdoor,1999,64029990,EAFORD,1,1999.00,1699.00,80.90,5.00,1618.10,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,NAVY
Footwear,SS26Fest190326FTW-FFO,B08/FCM/03391/Mar/26,197627597188,232722-BBK,Mens,V S CORP - KAKINADA,2026-03-20 12:58:35,10,SHOE,AW 2024,Sports,6999,64041990,D'LUX WALKER 2.0 - RANDER,1,6999.00,5599.20,854.12,18.00,4745.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,BLACK
NSM,"",B08/FCM/03391/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - KAKINADA,2026-03-20 12:58:35,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,PAPER BAG
NSM,"",B08/FCM/03392/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - KAKINADA,2026-03-20 13:58:48,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,PAPER BAG
Footwear,SS26Fest190326FTW-FFO,B08/FCM/03392/Mar/26,197627640730,216579-BBK,Mens,V S CORP - KAKINADA,2026-03-20 13:58:48,8,SHOE,AW 2024,Performance,8999,64041190,GO WALK MAX WALKER-AUGUST,1,8999.00,7199.20,1098.18,18.00,6101.02,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,BLACK
Footwear,"",B08/FCM/03393/Mar/26,198739123814,220382-SLT,Mens,V S CORP - KAKINADA,2026-03-20 17:14:32,11,SHOE,AW 2025,Performance,5999,64041190,GO RUN NOW - LIGHTDRIVE,1,5999.00,5999.00,915.10,18.00,5083.90,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,SLATE
Accessories,"",B08/FCM/03393/Mar/26,199252094704,Z20112ID-BKOL,Unisex,V S CORP - KAKINADA,2026-03-20 17:14:32,L,SOCKS,AW 2025,Performance,599,61159500,3PK MEN JCQRD NON TERRY A,1,599.00,599.00,28.52,5.00,570.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,BLACK/OLIVE
NSM,"",B08/FCM/03393/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - KAKINADA,2026-03-20 17:14:32,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,PAPER BAG
NSM,"",B08/FCM/03394/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - KAKINADA,2026-03-20 17:51:52,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,PAPER BAG
Accessories,PEAW25FO190226ACC25,B08/FCM/03394/Mar/26,196311369483,S20011ID-BCCL,Mens,V S CORP - KAKINADA,2026-03-20 17:51:52,L,SOCKS,AW 2021,Performance,749,61159600,3PK MENS NON TERRY LOW CU,1,749.00,561.75,26.74,5.00,535.01,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,BLK/CHAR/LIME
Footwear,SS26Fest190326FTW-FFO,B08/FCM/03394/Mar/26,193642642193,52458-WNVR,Mens,V S CORP - KAKINADA,2026-03-20 17:51:52,11,SHOE,CF AW24,Street,6999,64029990,UNO - STAND ON AIR,1,6999.00,5599.20,854.12,18.00,4745.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,WHITE/NAVY/RED
Footwear,SS26Fest190326FTW-FFO,B08/FCM/03395/Mar/26,193642642179,52458-WNVR,Mens,V S CORP - KAKINADA,2026-03-20 17:59:54,10,SHOE,CF AW24,Street,6999,64029990,UNO - STAND ON AIR,1,6999.00,5599.20,854.12,18.00,4745.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,WHITE/NAVY/RED
NSM,"",B08/FCM/03395/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - KAKINADA,2026-03-20 17:59:54,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,PAPER BAG
Footwear,SS26Fest190326FTW-FFO,B08/FCM/03396/Mar/26,197627204468,129611-NVBL,Womens,V S CORP - KAKINADA,2026-03-20 18:35:35,8,SHOE,AW 2024,Performance,9999,64041990,MAX CUSHIONING ELITE 2.0,1,9999.00,7999.20,1220.22,18.00,6778.98,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,NAVY/BLUE
Accessories,"",B08/FCM/03396/Mar/26,199025035279,Z20105ID-BCBL,Mens,V S CORP - KAKINADA,2026-03-20 18:35:35,L,SOCKS,SS 2025,Lifestyle,599,61159500,3PK M AOP NON TERRY ANKLE,1,599.00,599.00,28.52,5.00,570.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,BLACK/CHARCOAL/BLUE
