Division Name,Promo Name,Bill No,Barcode,Article Name,Section Name,Site Name,Bill Date,Category Name2,Category Name1,Category Name4,Department Name,MRP,HSN Code,Short Name,Qty,Sale MRP,Selling Amt,Tax Amount,Tax Percent,Taxable Amount,Vendor Name,Sales Type,Partner Name,City,Discount Amount,ASM,Site Short Name,Color
Accessories,"",B39/FCM/08444/Mar/26,198739456523,Z20088ID-WHT,Boys,V S CORP - VIJAYAWADA,2026-03-20 19:11:42,S,SOCKS,AW 2024,Casual,499,61159600,3PK KIDS HALF TERRY ANKL,1,499.00,499.00,23.76,5.00,475.24,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,WHITE
Footwear,SS26Fest190326FTW-ML,B39/FCM/08444/Mar/26,198376416607,405558LI-WHT,Boys,V S CORP - VIJAYAWADA,2026-03-20 19:11:42,13,SHOE,CF AW24,Casual,3299,64041190,GO RUN 400,1,3299.00,2639.20,402.58,18.00,2236.62,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,WHITE
NSM,"",B39/FCM/08445/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIJAYAWADA,2026-03-20 19:15:13,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PAPER BAG
Accessories,"",B39/FCM/08445/Mar/26,199025035439,Z20104ID-PKBL,Womens,V S CORP - VIJAYAWADA,2026-03-20 19:15:13,M,SOCKS,SS 2025,Performance,699,61159500,3PK W ACTIVE NON TERRY L,1,699.00,699.00,33.28,5.00,665.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PINK/BLUE
Footwear,SS26Fest190326FTW-ML,B39/FCM/08445/Mar/26,198376108151,125215-PKAQ,Womens,V S CORP - VIJAYAWADA,2026-03-20 19:15:13,9,SHOE,AW 2025,Performance,7499,64041990,GO WALK 7 - COSMIC WAVES,1,7499.00,5999.20,915.14,18.00,5084.06,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PINK/AQUA
NSM,"",B39/FCM/08446/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIJAYAWADA,2026-03-20 19:46:40,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PAPER BAG
Footwear,"",B39/FCM/08446/Mar/26,199252263865,117732-NAT,Womens,V S CORP - VIJAYAWADA,2026-03-20 19:46:40,7,SHOE,SS 2026,BOB S,5499,64041990,BOBS MODA FLEX,1,5499.00,5499.00,838.83,18.00,4660.17,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,NATURAL
Accessories,"",B39/FCM/08447/Mar/26,198376283971,S20076ID-MULT,Unisex,V S CORP - VIJAYAWADA,2026-03-20 19:54:24,M,SOCKS,AW 2024,Performance,749,61159600,3PK UNISEX HLF TERY ANKL,1,749.00,749.00,35.66,5.00,713.34,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,MULTI
Footwear,"",B39/FCM/08447/Mar/26,197976050860,220542-BKCC,Mens,V S CORP - VIJAYAWADA,2026-03-20 19:54:24,12,SHOE,AW 2025,Performance,7499,64041190,GO RUN PULSE 2.0 - CROSS,1,7499.00,7499.00,1143.92,18.00,6355.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,BLACK/CHARCOAL
NSM,"",B39/FCM/08447/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIJAYAWADA,2026-03-20 19:54:24,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,2,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PAPER BAG
Footwear,SS26Fest190326FTW-ML,B39/FCM/08448/Mar/26,197627597188,232722-BBK,Mens,V S CORP - VIJAYAWADA,2026-03-20 19:59:45,10,SHOE,AW 2024,Sports,6999,64041990,D'LUX WALKER 2.0 - RANDER,1,6999.00,5599.20,854.12,18.00,4745.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,BLACK
NSM,"",B39/FCM/08448/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIJAYAWADA,2026-03-20 19:59:45,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PAPER BAG
NSM,"",B39/FCM/08449/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIJAYAWADA,2026-03-20 20:00:51,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PAPER BAG
Footwear,"",B39/FCM/08449/Mar/26,199025556927,125926-PUR,Womens,V S CORP - VIJAYAWADA,2026-03-20 20:00:51,7H,SHOE,AW 2025,Performance,8999,64041990,GO WALK 8 - NOVA,1,8999.00,8999.00,1372.72,18.00,7626.28,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PURPLE
Footwear,"",B39/FCM/08450/Mar/26,199025413497,220624-CCBK,Mens,V S CORP - VIJAYAWADA,2026-03-20 20:05:41,10,SHOE,AW 2025,Performance,7999,64041990,MAX CUSHIONING ENDEAVOUR,1,7999.00,7999.00,1220.18,18.00,6778.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,CHARCOAL/BLACK
NSM,"",B39/FCM/08450/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIJAYAWADA,2026-03-20 20:05:41,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PAPER BAG
Footwear,"",B39/FCM/08451/Mar/26,199025298629,128642-NAT,Womens,V S CORP - VIJAYAWADA,2026-03-20 20:06:41,10,SHOE,AW 2025,Performance,7999,64041190,GO RUN CONSISTENT 2.0-SEN,1,7999.00,7999.00,1220.18,18.00,6778.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,NATURAL
NSM,"",B39/FCM/08451/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIJAYAWADA,2026-03-20 20:06:41,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PAPER BAG
Footwear,"",B39/FCM/08452/Mar/26,196989861838,246021-OLV,Mens,V S CORP - VIJAYAWADA,2026-03-20 20:34:26,9,SLIPPER,CF SS24,Performance,6499,64029990,HYPER SLIDE - SIMPLEX,1,6499.00,6499.00,991.38,18.00,5507.62,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,OLIVE
Footwear,"",B39/FCM/08452/Mar/26,198376633554,246200-WMLT,Mens,V S CORP - VIJAYAWADA,2026-03-20 20:34:26,9,SHOE,FCF AW25,Performance,16999,64041190,SKX AERO SPARK,1,16999.00,16999.00,2593.06,18.00,14405.94,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,WHITE/MULTI
NSM,"",B39/FCM/08452/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIJAYAWADA,2026-03-20 20:34:26,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,2,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PAPER BAG
NSM,"",B39/FCM/08453/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIJAYAWADA,2026-03-20 20:49:48,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PAPER BAG
Footwear,SS26Fest190326FTW-ML,B39/FCM/08453/Mar/26,198376184780,177390-NAT,Womens,V S CORP - VIJAYAWADA,2026-03-20 20:49:48,9,SHOE,FCF SS25,STREET,8499,64029990,TRES-AIR UNO - AH - MAZIN,1,8499.00,6799.20,1037.16,18.00,5762.04,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,NATURAL
Accessories,"",B39/FCM/08453/Mar/26,196311238383,S20013ID-GYBK,Womens,V S CORP - VIJAYAWADA,2026-03-20 20:49:48,M,SOCKS,AW 2021,Performance,599,61159500,3PK MCR FBR N.TRY N.SHOW,1,599.00,599.00,28.52,5.00,570.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,GRAY/BLACK
NSM,"",B39/FCM/08454/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIJAYAWADA,2026-03-20 21:11:28,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PAPER BAG
Footwear,"",B39/FCM/08454/Mar/26,199025413466,220624-CCBK,Mens,V S CORP - VIJAYAWADA,2026-03-20 21:11:28,8H,SHOE,AW 2025,Performance,7999,64041990,MAX CUSHIONING ENDEAVOUR,1,7999.00,7999.00,1220.18,18.00,6778.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,CHARCOAL/BLACK
Footwear,"",B39/FCM/08454/Mar/26,198376853082,220880-NVY,Mens,V S CORP - VIJAYAWADA,2026-03-20 21:11:28,8,SHOE,AW 2025,Performance,7999,64041990,GO RUN CONSISTENT 2.0-WO,-1,-7999.00,-7999.00,-1220.18,18.00,-6778.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,RETURN,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,NAVY
Footwear,SS26Fest190326FTW-ML,B39/FCM/08455/Mar/26,197976958920,125251-PLUM,Womens,V S CORP - VIJAYAWADA,2026-03-20 21:44:05,7,SHOE,AW 2024,Performance,7999,64041990,GO WALK 7 - ABIE,1,7999.00,6399.20,976.14,18.00,5423.06,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PLUM
NSM,"",B39/FCM/08455/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIJAYAWADA,2026-03-20 21:44:05,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,2,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,PAPER BAG
Footwear,"",B39/FCM/08455/Mar/26,199025413473,220624-CCBK,Mens,V S CORP - VIJAYAWADA,2026-03-20 21:44:05,9,SHOE,AW 2025,Performance,7999,64041990,MAX CUSHIONING ENDEAVOUR,1,7999.00,7999.00,1220.18,18.00,6778.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,MFN0125,CHARCOAL/BLACK
NSM,"",B40/FCM/07136/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - JUBILEE HILLS,2026-03-20 11:51:23,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,2,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PAPER BAG
Footwear,"",B40/FCM/07136/Mar/26,197976200715,119976-SAGE,Womens,V S CORP - JUBILEE HILLS,2026-03-20 11:51:23,7,SANDAL,CF SS25,MODERN COMFORT,5999,64041990,ULTRA FLEX 3.0 SANDAL,1,5999.00,5999.00,915.10,18.00,5083.90,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,SAGE
Footwear,"",B40/FCM/07136/Mar/26,197976200371,119976-MOC,Womens,V S CORP - JUBILEE HILLS,2026-03-20 11:51:23,8,SANDAL,CF SS25,MODERN COMFORT,5999,64041990,ULTRA FLEX 3.0 SANDAL,1,5999.00,5999.00,915.10,18.00,5083.90,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,MOCHA
Footwear,SS26Fest190326FTW-ML,B40/FCM/07137/Mar/26,196642501170,232665-TPE,Mens,V S CORP - JUBILEE HILLS,2026-03-20 12:05:47,12,SHOE,SS 2023,Sports,7499,64041990,MAX PROTECT SPORT - CAPRA,1,7499.00,5999.20,915.14,18.00,5084.06,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,TAUPE
NSM,"",B40/FCM/07137/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - JUBILEE HILLS,2026-03-20 12:05:47,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PAPER BAG
NSM,"",B40/FCM/07138/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - JUBILEE HILLS,2026-03-20 12:20:23,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PAPER BAG
Footwear,PEAW25ML120326FTWOSL50,B40/FCM/07138/Mar/26,197627579375,104371-DKRS,Womens,V S CORP - JUBILEE HILLS,2026-03-20 12:20:23,9,SHOE,AW 2024,Sports Active,6499,64041990,ARCH FIT VISTA-IN SPRIRAT,1,6499.00,3249.50,495.68,18.00,2753.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,DARK ROSE
Footwear,PEAW25MLFTW50-060226,B40/FCM/07138/Mar/26,197627579351,104371-DKRS,Womens,V S CORP - JUBILEE HILLS,2026-03-20 12:20:23,8,SHOE,AW 2024,Sports Active,6499,64041990,ARCH FIT VISTA-IN SPRIRAT,-1,-6499.00,-3249.50,-495.68,18.00,-2753.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,RETURN,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,DARK ROSE
Footwear,"",B40/FCM/07139/Mar/26,198739676365,125507-PKMT,Womens,V S CORP - JUBILEE HILLS,2026-03-20 12:48:30,8,SHOE,AW 2025,Performance,7499,64041990,GO WALK FLEX - NOVA,1,7499.00,7499.00,1143.92,18.00,6355.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PINK/MULTI
Accessories,"",B40/FCM/07139/Mar/26,199252095688,Z20126ID-WBKB,Unisex,V S CORP - JUBILEE HILLS,2026-03-20 12:48:30,M,SOCKS,AW 2025,Performance,599,61159600,3PK WOMN PRFRMNCE NON TER,1,599.00,599.00,28.52,5.00,570.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,WHITE/BLACK/BLUE
NSM,"",B40/FCM/07139/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - JUBILEE HILLS,2026-03-20 12:48:30,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PAPER BAG
Footwear,"",B40/FCM/07140/Mar/26,198376342050,129002-PNK,Womens,V S CORP - JUBILEE HILLS,2026-03-20 14:32:58,8,SHOE,AW 2025,Performance,6999,64041190,GO RUN ELEVATE 2.0-CARDO,1,6999.00,6999.00,1067.64,18.00,5931.36,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PINK
NSM,"",B40/FCM/07140/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - JUBILEE HILLS,2026-03-20 14:32:58,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PAPER BAG
Accessories,"",B40/FCM/07141/Mar/26,199252095916,Z20131ID-BKWR,Unisex,V S CORP - JUBILEE HILLS,2026-03-20 14:42:33,M,SOCKS,AW 2025,Performance,599,61159600,3PK WOMN STRIPPED NON TER,1,599.00,599.00,28.52,5.00,570.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,BLACK/WHITE/RED
NSM,"",B40/FCM/07141/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - JUBILEE HILLS,2026-03-20 14:42:33,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PAPER BAG
Footwear,"",B40/FCM/07142/Mar/26,197627204468,129611-NVBL,Womens,V S CORP - JUBILEE HILLS,2026-03-20 16:07:34,8,SHOE,AW 2024,Performance,9999,64041990,MAX CUSHIONING ELITE 2.0,-1,-9999.00,-9999.00,-1525.28,18.00,-8473.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,RETURN,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,NAVY/BLUE
Footwear,"",B40/FCM/07142/Mar/26,199025964678,129611-PUR,Womens,V S CORP - JUBILEE HILLS,2026-03-20 16:07:34,7,SHOE,CF AW25,Performance,9999,64041990,MAX CUSHIONING ELITE 2.0,1,9999.00,9999.00,1525.28,18.00,8473.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PURPLE
Accessories,"",B40/FCM/07143/Mar/26,197627030708,S20067ID-WPUR,Womens,V S CORP - JUBILEE HILLS,2026-03-20 16:21:24,M,SOCKS,AW 2023,Casual,549,61159500,3PK WOMENS HALF TERY ANK,1,549.00,549.00,26.14,5.00,522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,WHITE / PURPLE
NSM,"",B40/FCM/07143/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - JUBILEE HILLS,2026-03-20 16:21:24,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PAPER BAG
Footwear,"",B40/FCM/07143/Mar/26,195969970096,140460-LTPK,Womens,V S CORP - JUBILEE HILLS,2026-03-20 16:21:24,7,SLIPPER,CF SS24,Performance,6499,64029990,HYPER SLIDE,1,6499.00,6499.00,991.38,18.00,5507.62,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,LT.PINK
NSM,"",B40/FCM/07144/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - JUBILEE HILLS,2026-03-20 16:26:57,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PAPER BAG
Accessories,"",B40/FCM/07144/Mar/26,199252095688,Z20126ID-WBKB,Unisex,V S CORP - JUBILEE HILLS,2026-03-20 16:26:57,M,SOCKS,AW 2025,Performance,599,61159600,3PK WOMN PRFRMNCE NON TER,1,599.00,599.00,28.52,5.00,570.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,WHITE/BLACK/BLUE
Footwear,"",B40/FCM/07144/Mar/26,198739333268,125507-BLMT,Womens,V S CORP - JUBILEE HILLS,2026-03-20 16:26:57,9,SHOE,AW 2025,Performance,7499,64041990,GO WALK FLEX - NOVA,1,7499.00,7499.00,1143.92,18.00,6355.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,BLUE/MULTI
Footwear,"",B40/FCM/07145/Mar/26,198739333268,125507-BLMT,Womens,V S CORP - JUBILEE HILLS,2026-03-20 16:51:52,9,SHOE,AW 2025,Performance,7499,64041990,GO WALK FLEX - NOVA,1,7499.00,7499.00,1143.92,18.00,6355.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,BLUE/MULTI
NSM,"",B40/FCM/07145/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - JUBILEE HILLS,2026-03-20 16:51:52,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PAPER BAG
NSM,"",B40/FCM/07146/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - JUBILEE HILLS,2026-03-20 16:56:03,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PAPER BAG
Footwear,"",B40/FCM/07146/Mar/26,197976552463,125117-BKRS,Womens,V S CORP - JUBILEE HILLS,2026-03-20 16:56:03,10,SHOE,CF AW25,Performance,10499,64041990,GO WALK GLIDE-STEP 2.0,1,10499.00,10499.00,1601.54,18.00,8897.46,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,BLACK/ROSE
Accessories,"",B40/FCM/07146/Mar/26,196311238222,S20010ID-GYBL,Mens,V S CORP - JUBILEE HILLS,2026-03-20 16:56:03,L,SOCKS,AW 2021,Performance,699,61159600,3PK MENS MICROFB NON TRY,1,699.00,699.00,33.28,5.00,665.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,GRAY/BLUE
Accessories,"",B40/FCM/07147/Mar/26,198376328184,ZKCH30ID-RDS,Unisex,V S CORP - JUBILEE HILLS,2026-03-20 17:14:46,ONE,BAG,AW 2024,Back Packs,3299,42029200,MICRO POLYESTER,1,3299.00,3299.00,503.24,18.00,2795.76,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,RED
NSM,"",B40/FCM/07147/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - JUBILEE HILLS,2026-03-20 17:14:46,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,PAPER BAG
Accessories,"",B40/FCM/07148/Mar/26,196642364713,S20034ID-WBGY,Mens,V S CORP - JUBILEE HILLS,2026-03-20 18:20:49,L,SOCKS,SS 2022,Performance,549,61159500,3PK MENS 1/2 TERRY ANKLE,1,549.00,549.00,26.14,5.00,522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,WHT/BLK/GRAY
Footwear,"",B40/FCM/07148/Mar/26,196311694394,237303-BBK,Mens,V S CORP - JUBILEE HILLS,2026-03-20 18:20:49,8,SHOE,SS 2025,Outdoor,8999,64039990,MAX PROTECT,1,8999.00,8999.00,1372.72,18.00,7626.28,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0123,BLACK
